id,price
0,2856.072229073457
1,5626.673379599845
2,9571.201817044239
3,3952.721278862397
4,1588.5318022413735
5,5818.282990530434
6,4720.538105762488
7,4308.115739441868
8,5407.835576631894
9,15345.35315465215
10,4302.914965434844
11,803.9594452221746
12,2955.288728040895
13,1582.1468409983472
14,2525.72251652913
15,1199.1942159120517
16,1545.665597120062
17,3989.495935783032
18,3930.5225358586363
19,882.8689182694067
20,2179.542045711427
21,4915.481614901534
22,4193.538853555186
23,578.7597661469734
24,17125.558796344743
25,1228.9491555912557
26,606.0409826390182
27,1042.8127850005117
28,1584.8582090335472
29,895.4104778149201
30,9979.726947180312
31,591.3444796101983
32,4016.466016080433
33,729.0368627712473
34,704.9263154175201
35,2435.54694326608
36,6567.968462735407
37,2575.4532413698084
38,2900.8793548564768
39,695.7660116460472
40,525.6408141357525
41,9158.4923293442
42,894.6528560495141
43,1804.792195850862
44,10140.749830826247
45,2403.2130606504343
46,975.9343056316319
47,839.3909340270085
48,1214.4809716892912
49,2818.5314828354676
50,642.5938107621026
51,4593.952759300909
52,2895.8172855270273
53,7424.728235002593
54,5612.28760381235
55,2251.3544832620355
56,9441.609222073128
57,2274.090097691328
58,4341.047537133635
59,2692.510990371979
60,1267.4600391192473
61,536.0069589162313
62,7198.171162600932
63,1181.6225095711493
64,8749.183854259394
65,17631.297876589215
66,906.2570136272128
67,11750.874113835027
68,5656.794756827715
69,9726.471361906626
70,438.3918783489507
71,674.394077087794
72,788.6841645776301
73,1361.3266332232586
74,5234.63724986966
75,1947.852453974909
76,8743.5382745062
77,14616.155319581647
78,2728.806310675714
79,6573.756937785483
80,10967.621241522806
81,1969.6363371132798
82,14502.733554754628
83,6563.451232113265
84,928.3248096057649
85,7385.897837983527
86,1026.8066786881227
87,12637.89709886905
88,8376.505671969544
89,15045.147633366902
90,5049.015718225955
91,1340.9244092036681
92,1001.9804147473704
93,915.8681966653413
94,15097.774506333782
95,460.15778812856934
96,14662.784080035271
97,14768.07357241825
98,12441.189173001087
99,692.3127536974896
100,2451.276285347169
101,768.0371522345713
102,671.2348479099923
103,464.61055241103503
104,1053.3026346570532
105,1696.2761451396593
106,1276.8468321955806
107,755.3328276308956
108,1131.5722443655711
109,691.610453180238
110,636.4351597525043
111,1072.5401706812688
112,1773.1262751070467
113,1667.6706500467828
114,1497.4408368207
115,5043.160277398575
116,5165.665826012874
117,15023.171628733258
118,506.6049018989098
119,16838.836527031377
120,1461.2720937578392
121,1623.161565065606
122,1125.3305223478221
123,549.5346066002761
124,712.0377412203067
125,1359.879742843582
126,1191.0943389030929
127,12748.316641702304
128,5568.692774740697
129,5129.7718836519625
130,6200.767379696856
131,3133.7472100236305
132,6809.311280987097
133,1093.2496501865812
134,3617.061244361519
135,1064.1372107209154
136,633.9654566297868
137,7025.629495346942
138,539.65118071457
139,4315.765832320107
140,855.3582341310065
141,872.8925797542604
142,3365.226489475131
143,4963.9136443702955
144,777.2625058618831
145,6173.51208685156
146,15709.468219447972
147,5189.277046042095
148,2662.1459042434362
149,1925.2581578462364
150,2782.3424507498303
151,1720.2604729618668
152,12062.067503728365
153,2722.4530952625146
154,619.6955494101377
155,14356.981988704902
156,3368.9679141441393
157,2976.61079596726
158,3857.8205241341375
159,876.1369674746301
160,7745.62706635402
161,9930.701088060698
162,711.8871211970559
163,645.6027577733868
164,5280.451526389255
165,11250.245176594974
166,3251.803892163488
167,4576.836123489165
168,3343.795636074691
169,10566.662847973443
170,757.0302676235672
171,1583.1668318031798
172,4829.317831827507
173,2157.0316923959176
174,6329.012702301698
175,1795.709504296618
176,4249.833843875328
177,3513.233675999829
178,2531.187571181057
179,3390.5130044161915
180,3555.847282320178
181,1673.3540686046924
182,912.8318283779477
183,1560.4632467572333
184,713.7305342045389
185,3934.302543598167
186,965.833670430538
187,876.4642393071124
188,507.720370630681
189,1751.3467667046912
190,2169.3660146355082
191,723.4326649706974
192,814.7572125161464
193,6245.16620875619
194,3980.0135679883074
195,2436.5874377944406
196,661.927143957664
197,12972.847861628603
198,654.2359649937387
199,9048.723012043718
200,10373.238208388353
201,6730.538755134445
202,682.5233488847839
203,735.623367465304
204,6590.374031135956
205,3624.118245577781
206,638.6490093802558
207,3001.393422087839
208,936.5156418772495
209,8021.306048974173
210,2529.7077895633306
211,7660.9720915458975
212,11352.480956192305
213,446.4162795829596
214,1304.6914980979157
215,879.5293497099012
216,2696.939314400137
217,2550.966232884098
218,811.662604443254
219,1357.3694836625277
220,1725.2545610744426
221,2045.1885780618995
222,9321.673768166984
223,1086.8436379318885
224,1215.306124004081
225,4314.680999253503
226,4033.8405714290816
227,1733.4415152907839
228,6543.77762196976
229,1863.4221347411446
230,5241.141636110822
231,1474.5034597572696
232,1098.5748689016712
233,1603.2170346720902
234,889.7810335931922
235,8614.203795017713
236,1210.366037818585
237,936.8622904320426
238,4835.500689933229
239,8549.616289088222
240,6464.9113125056265
241,858.1297329466628
242,15214.081024262923
243,4439.400960270253
244,552.1917721404234
245,1017.6478198266848
246,2626.92420380994
247,7191.993017814906
248,10867.277464374403
249,5656.742180829892
250,5455.423758486934
251,1525.9616143800743
252,2802.2439537946125
253,5160.370981923895
254,5159.506083381357
255,1264.276450761937
256,656.287087584736
257,2036.9628333511696
258,791.5095345875693
259,14914.466291224915
260,6310.4757296055195
261,4735.1907709728675
262,1719.2638901837552
263,3850.8923681616648
264,804.4302234309246
265,2274.4957299732164
