id,price
0,2955.5212047499394
1,5718.998548255936
2,9705.386943417088
3,4065.6867099766046
4,1603.541084547422
5,6035.0105019143975
6,4916.413314762556
7,4300.000535717998
8,5217.226167107139
9,15452.62918664325
10,4474.122915422724
11,700.96230579702
12,2917.1016672834053
13,1590.4433254790583
14,2590.049007928157
15,1167.5589398427526
16,1511.3817049917545
17,3892.1976498783642
18,4052.436909503426
19,888.0284794612653
20,2105.2520317728768
21,5238.255731092715
22,4237.498616964355
23,662.8238098946599
24,16460.0192816593
25,1181.076930790593
26,631.75073149562
27,992.0195536152079
28,1593.9932009097743
29,854.4423085786674
30,9993.531393869991
31,592.316663542245
32,4038.4968156558225
33,675.2784565280557
34,662.011781561842
35,2479.812051362513
36,6217.305351082683
37,2541.189113591337
38,2998.0993474143925
39,711.1874583745845
40,521.8100511340828
41,9222.511277820131
42,905.0753418555629
43,1724.9233896455557
44,10218.620463865474
45,2376.037510103502
46,998.3022593348704
47,779.2352000353895
48,1239.5145366282434
49,2894.0941282768517
50,660.2122552106625
51,4695.294375375308
52,2879.4330528441546
53,6814.7682564629795
54,5467.283893504397
55,2201.35455541024
56,8926.599942249613
57,2443.9369887272073
58,4328.800793084646
59,2658.9221068817224
60,1252.1583220863502
61,565.6567557605415
62,6767.234731137618
63,1074.888315821328
64,8688.579013767343
65,17725.104422290853
66,865.4303463788127
67,11633.526542613112
68,5570.0905268354445
69,9354.612129251782
70,499.6747744794459
71,689.3481277217264
72,787.3062771209298
73,1224.6895698914993
74,5191.967456923156
75,1850.8947661099091
76,8497.213043233973
77,14529.826756087443
78,2796.922767272259
79,6539.989727400896
80,11045.294881601565
81,2048.608309087878
82,14808.222062563054
83,6661.362938172869
84,880.7523341965278
85,7163.50700680166
86,1013.3986853483636
87,12509.689009803074
88,8762.531981943082
89,14972.329559416907
90,4926.328269111539
91,1317.637965526507
92,991.9906055147204
93,838.6259959950582
94,13511.027641104907
95,431.87087156503753
96,14629.156867494896
97,15147.508071995508
98,12254.041547034783
99,629.3015094603597
100,2574.249649688158
101,724.1772289440802
102,650.7976691726908
103,502.45373129808314
104,1147.481258976781
105,1699.7302303124982
106,1365.0284294011558
107,738.6934265295436
108,1094.8003764523169
109,718.9940079903728
110,643.1633087446073
111,1047.5593846579611
112,1826.6610469114491
113,1666.5764067413202
114,1475.703458483462
115,5117.511184624581
116,5241.260963681662
117,14724.078870129326
118,534.9378369906894
119,16725.56770919924
120,1442.0563606032943
121,1629.2351295080975
122,1054.2337928310387
123,564.3639585093533
124,683.9705860913567
125,1368.0018568885034
126,1225.226087386407
127,12997.974504478536
128,5493.019139677458
129,5144.8313689683655
130,6264.012476623562
131,3155.734715477841
